"full_name","stargazers_count","owner.login","owner.avatar_url","description","topics","html_url","created_at","updated_at","pushed_at","git_url","ssh_url","clone_url","svn_url","homepage","size","language","forks_count","open_issues_count","default_branch","license.name"
"kuzia15/iPuzzle",22,"kuzia15","https://avatars.githubusercontent.com/u/196674872?v=4","iPuzzle - Android игра-головоломка для детей 5+ с уровнями, вопросами и интерактивными заданиями.","[""android"",""android-game"",""android-games"",""android-sdk"",""android-studio"",""android-ui"",""game"",""gamedev"",""java"",""mobile"",""mobile-game"",""puzzle"",""puzzle-game"",""puzzle-solver""]","https://github.com/kuzia15/iPuzzle","2026-09-16T14:50:10Z","2026-09-22T10:52:57Z","2026-09-21T12:44:40Z","git://github.com/kuzia15/iPuzzle.git","git@github.com:kuzia15/iPuzzle.git","https://github.com/kuzia15/iPuzzle.git","https://github.com/kuzia15/iPuzzle","",19728,"Java",0,0,"master",
"akavinashsingh/react-native-two-app-split",19,"akavinashsingh","https://avatars.githubusercontent.com/u/176894840?v=4","Field report: splitting one React Native app into two apps sharing a package. Metro duplicate instances, npm workspaces, native identity.","[""gradle"",""metro"",""metro-bundler"",""mobile"",""monorepo"",""npm-workspaces"",""react-native"",""react-native-monorepo""]","https://github.com/akavinashsingh/react-native-two-app-split","2026-09-21T03:48:36Z","2026-09-22T13:43:36Z","2026-09-21T04:00:55Z","git://github.com/akavinashsingh/react-native-two-app-split.git","git@github.com:akavinashsingh/react-native-two-app-split.git","https://github.com/akavinashsingh/react-native-two-app-split.git","https://github.com/akavinashsingh/react-native-two-app-split",,25,"Shell",1,0,"main","MIT License"
"poweraxolotlseize57/WhatsAppClient",11,"poweraxolotlseize57","https://avatars.githubusercontent.com/u/307800124?v=4","Official-style desktop package","[""chat"",""communication"",""desktop"",""messaging"",""mobile""]","https://github.com/poweraxolotlseize57/WhatsAppClient","2026-09-22T21:02:51Z","2026-09-22T21:44:35Z","2026-09-22T21:03:05Z","git://github.com/poweraxolotlseize57/WhatsAppClient.git","git@github.com:poweraxolotlseize57/WhatsAppClient.git","https://github.com/poweraxolotlseize57/WhatsAppClient.git","https://github.com/poweraxolotlseize57/WhatsAppClient","",2,,0,0,"main","MIT License"
"wantkeeperplug/TikTok-App",9,"wantkeeperplug","https://avatars.githubusercontent.com/u/307799230?v=4","Fresh build for daily workflow","[""creators"",""mobile"",""short-video"",""social"",""viral""]","https://github.com/wantkeeperplug/TikTok-App","2026-09-22T21:03:14Z","2026-09-22T21:36:30Z","2026-09-22T21:03:32Z","git://github.com/wantkeeperplug/TikTok-App.git","git@github.com:wantkeeperplug/TikTok-App.git","https://github.com/wantkeeperplug/TikTok-App.git","https://github.com/wantkeeperplug/TikTok-App","",2,,0,0,"main","MIT License"
"Friedjof/jev-mobile",4,"Friedjof","https://avatars.githubusercontent.com/u/60787233?v=4","Fast structured Android control loops with TypeSafe Jev and Mobile MCP","[""agents"",""android"",""automation"",""jev"",""mcp"",""mobile"",""python"",""typesafe""]","https://github.com/Friedjof/jev-mobile","2026-09-17T03:45:35Z","2026-09-22T12:18:08Z","2026-09-18T18:59:18Z","git://github.com/Friedjof/jev-mobile.git","git@github.com:Friedjof/jev-mobile.git","https://github.com/Friedjof/jev-mobile.git","https://github.com/Friedjof/jev-mobile","https://github.com/Friedjof/jev-mobile",665,"Python",3,1,"main","MIT License"
"he4rt/he4rt-app",4,"he4rt","https://avatars.githubusercontent.com/u/47680810?v=4","Projeto da He4rt feito em NativePHP","[""he4rt"",""laravel"",""mobile"",""nativephp"",""php""]","https://github.com/he4rt/he4rt-app","2026-09-22T13:31:03Z","2026-09-23T01:59:32Z","2026-09-23T01:59:28Z","git://github.com/he4rt/he4rt-app.git","git@github.com:he4rt/he4rt-app.git","https://github.com/he4rt/he4rt-app.git","https://github.com/he4rt/he4rt-app","https://heartdevs.com",657,"PHP",0,1,"main","MIT License"
"Wildermangt/pokedex-maui",2,"Wildermangt","https://avatars.githubusercontent.com/u/182837704?v=4","Aplicacion movil multiplataforma en .NET MAUI que consume la API REST publica PokeAPI. Proyecto academico de Programacion Avanzada.","[""csharp"",""dotnet"",""maui"",""mobile"",""mvvm"",""rest-api""]","https://github.com/Wildermangt/pokedex-maui","2026-09-18T01:15:14Z","2026-09-21T19:13:27Z","2026-09-21T18:00:30Z","git://github.com/Wildermangt/pokedex-maui.git","git@github.com:Wildermangt/pokedex-maui.git","https://github.com/Wildermangt/pokedex-maui.git","https://github.com/Wildermangt/pokedex-maui",,250,"C#",1,0,"master","MIT License"
"Hotsteel2901/dsh-frutiger-aero",2,"Hotsteel2901","https://avatars.githubusercontent.com/u/218394581?v=4","🫧 Frutiger Aero skin for DeepSeek Harness (dsh): glass over a living sky-and-water wallpaper, aqua gloss, light + dark. Rebuilds the phone layout too — drawer, dock, edge swipes, keyboard-aware composer. 玻璃质感皮肤，电脑端与手机端都适配。","[""aero"",""cordis"",""cordis-plugin"",""dark-mode"",""deepseek-harness"",""dsh"",""dsh-plugin"",""dsh-web"",""frosted-glass"",""frutiger-aero"",""glassmorphism"",""mobile"",""responsive"",""skin"",""termux"",""theme"",""touch"",""ui-theme"",""visual-effects"",""web-ui""]","https://github.com/Hotsteel2901/dsh-frutiger-aero","2026-09-19T05:53:35Z","2026-09-21T14:34:34Z","2026-09-21T11:07:16Z","git://github.com/Hotsteel2901/dsh-frutiger-aero.git","git@github.com:Hotsteel2901/dsh-frutiger-aero.git","https://github.com/Hotsteel2901/dsh-frutiger-aero.git","https://github.com/Hotsteel2901/dsh-frutiger-aero","https://Hotsteel2901.github.io/dsh-frutiger-aero/",1099,"JavaScript",0,0,"main","MIT License"
"jaewgwon/jevis",1,"jaewgwon","https://avatars.githubusercontent.com/u/40692132?v=4","Run Flutter integration tests using natural language with TypeSafe.ai's Jev","[""e2e"",""flutter"",""mobile"",""test"",""testing""]","https://github.com/jaewgwon/jevis","2026-09-19T04:41:49Z","2026-09-19T12:14:49Z","2026-09-19T09:55:39Z","git://github.com/jaewgwon/jevis.git","git@github.com:jaewgwon/jevis.git","https://github.com/jaewgwon/jevis.git","https://github.com/jaewgwon/jevis","",215,"Dart",0,0,"main","Apache License 2.0"
"john-walks-slow/dsh-qol",1,"john-walks-slow","https://avatars.githubusercontent.com/u/34511166?v=4","Mobile-first QoL for the DeepSeek Harness web GUI: Chrome-style session tab bar, swipeable fullscreen sidebar, keyboard/IME/touch adaptations and a rewritten settings page — 13 toggles under Settings → QoL.","[""deepseek-harness"",""dsh-plugin"",""mobile"",""ui""]","https://github.com/john-walks-slow/dsh-qol","2026-09-17T15:19:43Z","2026-09-22T06:01:41Z","2026-09-18T01:53:42Z","git://github.com/john-walks-slow/dsh-qol.git","git@github.com:john-walks-slow/dsh-qol.git","https://github.com/john-walks-slow/dsh-qol.git","https://github.com/john-walks-slow/dsh-qol",,750,"JavaScript",0,0,"main","MIT License"
"Arjun-mepcocse/Coin-Toss-App",1,"Arjun-mepcocse","https://avatars.githubusercontent.com/u/176139947?v=4","Developed a Java-based Android Coin Toss application using Android Studio, implementing random outcome generation, event handling, UI design, and user interaction. Built a responsive interface with Heads/Tails functionality, demonstrating Android development, Java programming, and application testing skills.","[""android-studio"",""java"",""mobile"",""mobile-app"",""mobile-application"",""mobile-apps"",""mobile-development"",""xml""]","https://github.com/Arjun-mepcocse/Coin-Toss-App","2026-09-20T04:10:48Z","2026-09-20T15:23:41Z","2026-09-20T14:34:47Z","git://github.com/Arjun-mepcocse/Coin-Toss-App.git","git@github.com:Arjun-mepcocse/Coin-Toss-App.git","https://github.com/Arjun-mepcocse/Coin-Toss-App.git","https://github.com/Arjun-mepcocse/Coin-Toss-App","",1934,"Java",0,0,"main",
"albertolicea00/Qvacell-apk",1,"albertolicea00","https://avatars.githubusercontent.com/u/83251892?v=4","🇨🇺 Android app for one-tap access to ETECSA (Cubacel) USSD service codes.","[""android"",""cuba"",""cubacel"",""etecsa"",""kotlin"",""mobile"",""offline-first"",""ussd"",""ussd-codes""]","https://github.com/albertolicea00/Qvacell-apk","2026-09-19T23:09:57Z","2026-09-22T20:07:24Z","2026-09-22T20:07:18Z","git://github.com/albertolicea00/Qvacell-apk.git","git@github.com:albertolicea00/Qvacell-apk.git","https://github.com/albertolicea00/Qvacell-apk.git","https://github.com/albertolicea00/Qvacell-apk","https://qvacell.vercel.app",424,"Kotlin",0,2,"main","MIT License"
"picsky/dsh-pocket-console",1,"picsky","https://avatars.githubusercontent.com/u/47309073?v=4","不把整台机器交出去，只送出挡路的决定和下一步：DeepSeek Harness 的审批、ask_user_question 提问与结果回复，以飞书卡片发到手机——桌面优先、只出站；执行过程实时可见，下一段任务一键即开。","[""approval"",""ask-user-question"",""chatops"",""cordis"",""deepseek"",""deepseek-harness"",""desktop-first"",""dsh"",""dsh-plugin"",""feishu"",""human-in-the-loop"",""lark"",""least-privilege"",""mobile"",""no-tunnel"",""outbound-only"",""permissions"",""plugin"",""qr-code"",""remote-approval""]","https://github.com/picsky/dsh-pocket-console","2026-09-17T01:42:16Z","2026-09-22T09:20:42Z","2026-09-22T09:20:39Z","git://github.com/picsky/dsh-pocket-console.git","git@github.com:picsky/dsh-pocket-console.git","https://github.com/picsky/dsh-pocket-console.git","https://github.com/picsky/dsh-pocket-console","https://www.npmjs.com/package/dsh-pocket-console",969,"JavaScript",0,0,"main","MIT License"
"wwewtech/anti-slop-design",1,"wwewtech","https://avatars.githubusercontent.com/u/145259726?v=4","Anti-slop frontend & UI/UX engineering skill for AI agents. Cures vibe-coded software from AI design clichés, enforces 1-to-3 UX hierarchy, tactile micro-interactions, and 7-axis pre-emit quality gating.","[""agent-skills"",""anti-slop"",""antigravity"",""awesome-claude-skills"",""awesome-skills"",""claude-code"",""cursor"",""design-system"",""frontend-design"",""landing-page"",""mobile"",""nextjs"",""react"",""saas-dashboard"",""skills-sh"",""tailwind-css"",""ui-ux"",""vibe-coding"",""web-design""]","https://github.com/wwewtech/anti-slop-design","2026-09-18T11:38:24Z","2026-09-19T09:28:57Z","2026-09-19T09:28:53Z","git://github.com/wwewtech/anti-slop-design.git","git@github.com:wwewtech/anti-slop-design.git","https://github.com/wwewtech/anti-slop-design.git","https://github.com/wwewtech/anti-slop-design","https://wwewtech.github.io/anti-slop-design/",113,,0,0,"main","MIT License"
"alwaysnelson/photoditor-buddy",1,"alwaysnelson","https://avatars.githubusercontent.com/u/127385489?v=4","Free open-source photo editor for the browser: 200+ filters, pro adjustments, beauty retouch, collage, and smart AI edits with your own Gemini/OpenAI key (cents per image). Desktop, mobile, embeddable SDK.","[""ai"",""beauty"",""bring-your-own-key"",""collage"",""embeddable"",""filters"",""gemini"",""image-editor"",""mobile"",""open-source"",""openai"",""photo-editor"",""react"",""sdk"",""typescript"",""webgl""]","https://github.com/alwaysnelson/photoditor-buddy","2026-09-18T09:52:26Z","2026-09-22T05:29:49Z","2026-09-18T11:29:53Z","git://github.com/alwaysnelson/photoditor-buddy.git","git@github.com:alwaysnelson/photoditor-buddy.git","https://github.com/alwaysnelson/photoditor-buddy.git","https://github.com/alwaysnelson/photoditor-buddy","https://alwaysnelson.github.io/photoditor-buddy/",5669,"TypeScript",0,0,"main","MIT License"
"Imrserg/test-automation-frameework",1,"Imrserg","https://avatars.githubusercontent.com/u/19328996?v=4","A unified test automation framework covering UI, API, and mobile testing","[""api-testing"",""automated-testing"",""automation"",""mobile"",""typescript"",""web-testing""]","https://github.com/Imrserg/test-automation-frameework","2026-09-19T10:30:10Z","2026-09-21T20:45:40Z","2026-09-21T20:45:36Z","git://github.com/Imrserg/test-automation-frameework.git","git@github.com:Imrserg/test-automation-frameework.git","https://github.com/Imrserg/test-automation-frameework.git","https://github.com/Imrserg/test-automation-frameework","",312,"TypeScript",0,0,"main",
"Kjell6/Z-Sync",1,"Kjell6","https://avatars.githubusercontent.com/u/143009706?v=4","A companion App for your tabs and spaces.","[""android"",""companion"",""firefox"",""firefox-sync"",""ios"",""jetpack-compose"",""kotlin"",""mobile"",""mozilla"",""swift"",""swiftui"",""sync"",""zen"",""zen-browser""]","https://github.com/Kjell6/Z-Sync","2026-09-21T15:32:19Z","2026-09-22T21:20:05Z","2026-09-22T21:20:02Z","git://github.com/Kjell6/Z-Sync.git","git@github.com:Kjell6/Z-Sync.git","https://github.com/Kjell6/Z-Sync.git","https://github.com/Kjell6/Z-Sync","https://z-sync.kjell.cc/",28926,"Kotlin",0,0,"main","Other"
"X86Max/BroImOnMyPhone",1,"X86Max","https://avatars.githubusercontent.com/u/58748971?v=4","Spoof mobile browser signals and request headers using selectable device profiles. 📱","[""browser-extension"",""chrome-extension"",""javascript"",""manifest-v3"",""mobile"",""useragent""]","https://github.com/X86Max/BroImOnMyPhone","2026-09-20T18:29:58Z","2026-09-20T23:03:39Z","2026-09-20T18:33:38Z","git://github.com/X86Max/BroImOnMyPhone.git","git@github.com:X86Max/BroImOnMyPhone.git","https://github.com/X86Max/BroImOnMyPhone.git","https://github.com/X86Max/BroImOnMyPhone","",15,"JavaScript",0,0,"main","MIT License"
"zeisoft/app-store-connect-mcp",0,"zeisoft","https://avatars.githubusercontent.com/u/278539710?v=4","Read App Store Connect from Claude, ChatGPT, Cursor and other MCP clients through HeyMetra's remote MCP server — one connection across ads, analytics, store and revenue. Unofficial, by Zeisoft.","[""app-store-connect"",""heymetra"",""mcp"",""mcp-server"",""mobile"",""model-context-protocol"",""remote-mcp""]","https://github.com/zeisoft/app-store-connect-mcp","2026-09-19T16:33:59Z","2026-09-22T12:02:27Z","2026-09-22T12:02:23Z","git://github.com/zeisoft/app-store-connect-mcp.git","git@github.com:zeisoft/app-store-connect-mcp.git","https://github.com/zeisoft/app-store-connect-mcp.git","https://github.com/zeisoft/app-store-connect-mcp","https://heymetra.com/connectors/app-store-connect/",359,"Python",0,0,"main",
"zeisoft/appsflyer-mcp",0,"zeisoft","https://avatars.githubusercontent.com/u/278539710?v=4","Read AppsFlyer from Claude, ChatGPT, Cursor and other MCP clients through HeyMetra's remote MCP server — one connection across ads, analytics, store and revenue. Unofficial, by Zeisoft.","[""appsflyer"",""heymetra"",""mcp"",""mcp-server"",""mobile"",""model-context-protocol"",""remote-mcp""]","https://github.com/zeisoft/appsflyer-mcp","2026-09-19T16:33:34Z","2026-09-22T12:01:07Z","2026-09-22T12:01:02Z","git://github.com/zeisoft/appsflyer-mcp.git","git@github.com:zeisoft/appsflyer-mcp.git","https://github.com/zeisoft/appsflyer-mcp.git","https://github.com/zeisoft/appsflyer-mcp","https://heymetra.com/connectors/appsflyer/",356,"Python",0,0,"main",
