"full_name","stargazers_count","owner.login","owner.avatar_url","description","topics","html_url","created_at","updated_at","pushed_at","git_url","ssh_url","clone_url","svn_url","homepage","size","language","forks_count","open_issues_count","default_branch","license.name"
"DavidCarliez/cover",43,"DavidCarliez","https://avatars.githubusercontent.com/u/271374756?v=4","Keep private data, internal infrastructure and secrets out of cloud coding agents without breaking your workflow.","[""ai-security"",""claude-code"",""codex"",""coding-agents"",""cursor"",""data-redaction"",""dlp"",""llm"",""llm-privacy"",""local-first"",""oh-my-pi"",""pi"",""pii-detection"",""pii-redaction"",""privacy"",""privacy-proxy"",""pseudonymization"",""secret-scanning"",""security"",""self-hosted""]","https://github.com/DavidCarliez/cover","2026-08-21T18:56:30Z","2026-08-27T13:37:28Z","2026-08-27T06:42:05Z","git://github.com/DavidCarliez/cover.git","git@github.com:DavidCarliez/cover.git","https://github.com/DavidCarliez/cover.git","https://github.com/DavidCarliez/cover",,6002,"Go",4,0,"main","Apache License 2.0"
"Realaoleep/SigDeck",39,"Realaoleep","https://avatars.githubusercontent.com/u/10957870?v=4","Offline Ed25519 signing toolkit - sign files, verify signatures, exchange keys via QR. Pure-Python RFC 8032, scrypt passphrases, ASCII armor. Air-gapped signing playground.","[""air-gapped"",""android"",""cryptography"",""ed25519"",""offline"",""qr-codes"",""security"",""signing""]","https://github.com/Realaoleep/SigDeck","2026-08-27T17:47:09Z","2026-08-27T21:34:11Z","2026-08-27T18:06:07Z","git://github.com/Realaoleep/SigDeck.git","git@github.com:Realaoleep/SigDeck.git","https://github.com/Realaoleep/SigDeck.git","https://github.com/Realaoleep/SigDeck","",225,"Python",2,0,"main","MIT License"
"shoebpate1/ai-agent-hacking-writeups",21,"shoebpate1","https://avatars.githubusercontent.com/u/20478531?v=4","A collection of public writeups on attacks against AI agents: prompt injection, tool abuse, memory poisoning, and data exfiltration.","[""agents"",""ai"",""ai-agents"",""indirect-prompt-injection"",""llm"",""mcp"",""prompt-injection"",""security"",""skills""]","https://github.com/shoebpate1/ai-agent-hacking-writeups","2026-08-21T11:07:12Z","2026-08-25T07:27:26Z","2026-08-22T15:29:24Z","git://github.com/shoebpate1/ai-agent-hacking-writeups.git","git@github.com:shoebpate1/ai-agent-hacking-writeups.git","https://github.com/shoebpate1/ai-agent-hacking-writeups.git","https://github.com/shoebpate1/ai-agent-hacking-writeups","https://research.shoebpatel.com/how-to-hack-ai-agents/",30,,3,0,"main","Creative Commons Zero v1.0 Universal"
"PrismorSec/patchbot",18,"PrismorSec","https://avatars.githubusercontent.com/u/236515725?v=4","Vulnerability scanning with your own scanners and threat feeds, plus a coding agent that opens the fix PR. CLI, GitHub Action, or scheduled Managed Agents deployment.","[""ai-agents"",""auto-fix"",""claude"",""dependency-management"",""devsecops"",""github-actions"",""osv"",""python"",""sarif"",""sca"",""security"",""supply-chain-security"",""vulnerability-scanner""]","https://github.com/PrismorSec/patchbot","2026-08-23T22:15:34Z","2026-08-26T15:58:16Z","2026-08-25T14:38:30Z","git://github.com/PrismorSec/patchbot.git","git@github.com:PrismorSec/patchbot.git","https://github.com/PrismorSec/patchbot.git","https://github.com/PrismorSec/patchbot","https://pypi.org/project/patchbot/",507,"Python",2,1,"main","MIT License"
"MNSH-Nexo/telegram-webproxy-installer",9,"MNSH-Nexo","https://avatars.githubusercontent.com/u/191394330?v=4","One-click multi-instance Telegram web proxy installer (MTProxy + Caddy) for Debian/Ubuntu servers.","[""automation"",""bash"",""caddy"",""cloudflare"",""debian"",""installer"",""letsencrypt"",""linux"",""mtproto"",""mtproxy"",""proxy"",""reverse-proxy"",""security"",""self-hosted"",""shell-script"",""telegram"",""telegram-proxy"",""ubuntu"",""web-proxy"",""webproxy""]","https://github.com/MNSH-Nexo/telegram-webproxy-installer","2026-08-22T21:41:35Z","2026-08-23T21:48:37Z","2026-08-23T19:31:22Z","git://github.com/MNSH-Nexo/telegram-webproxy-installer.git","git@github.com:MNSH-Nexo/telegram-webproxy-installer.git","https://github.com/MNSH-Nexo/telegram-webproxy-installer.git","https://github.com/MNSH-Nexo/telegram-webproxy-installer",,73,"Shell",0,0,"main","MIT License"
"Elevate08/qs-bitwarden-cli",7,"Elevate08","https://avatars.githubusercontent.com/u/3460250?v=4","Bitwarden on quickshell with keyboard navigation and a goal to capture every feature from the browser extension","[""bitwarden"",""bitwarden-cli"",""hyprland"",""omarchy"",""omarchy-plugin"",""password-generator"",""password-manager"",""quickshell"",""security"",""vaultwarden""]","https://github.com/Elevate08/qs-bitwarden-cli","2026-08-21T00:44:02Z","2026-08-26T16:04:03Z","2026-08-26T14:20:08Z","git://github.com/Elevate08/qs-bitwarden-cli.git","git@github.com:Elevate08/qs-bitwarden-cli.git","https://github.com/Elevate08/qs-bitwarden-cli.git","https://github.com/Elevate08/qs-bitwarden-cli","",2656,"JavaScript",1,1,"master","MIT License"
"jdj40211/vibe-check-security",6,"jdj40211","https://avatars.githubusercontent.com/u/125454442?v=4","Prueba de seguridad, con Claude Code, a esa app que hiciste con IA. 20 fallas comunes, scanners gratis, prompts y blindaje.","[""ai-security"",""appsec"",""claude-code"",""owasp"",""security"",""vibecoding""]","https://github.com/jdj40211/vibe-check-security","2026-08-24T15:52:49Z","2026-08-27T10:19:20Z","2026-08-24T15:52:55Z","git://github.com/jdj40211/vibe-check-security.git","git@github.com:jdj40211/vibe-check-security.git","https://github.com/jdj40211/vibe-check-security.git","https://github.com/jdj40211/vibe-check-security",,214,"Shell",0,0,"master",
"abdulhalimaltuntas/JSHarvest",4,"abdulhalimaltuntas","https://avatars.githubusercontent.com/u/137568708?v=4","Browser extension that inventories every JavaScript a page loads — deduplicated, classified first- vs third-party, with hidden-chunk discovery, source-map recovery and risk flags.","[""appsec"",""browser-extension"",""browser-extension-analysis"",""chrome-extension"",""devtools"",""firefox-addon"",""javascript-tools"",""manifest-v3"",""osint"",""osint-reconnaissance"",""osint-tool"",""pentest"",""pentest-tool"",""pentest-tools"",""pentesting"",""reconnaissance"",""security"",""supply-chain-security"",""websecurity"",""websecurityscanning""]","https://github.com/abdulhalimaltuntas/JSHarvest","2026-08-21T00:53:06Z","2026-08-25T11:30:45Z","2026-08-25T11:30:08Z","git://github.com/abdulhalimaltuntas/JSHarvest.git","git@github.com:abdulhalimaltuntas/JSHarvest.git","https://github.com/abdulhalimaltuntas/JSHarvest.git","https://github.com/abdulhalimaltuntas/JSHarvest","",1149,"JavaScript",0,0,"main","MIT License"
"tkusal/ClipCloak",4,"tkusal","https://avatars.githubusercontent.com/u/97719103?v=4","A local-first security layer that helps prevent accidental leaks of secrets, API keys, and PII to AI coding agents, developer tools, and chats.","[""ai"",""ai-security"",""ai-security-tool"",""cybersecurity"",""pii-detection"",""pii-detection-ai"",""secret-scanner"",""security"",""security-tools"",""typescript""]","https://github.com/tkusal/ClipCloak","2026-08-22T05:24:17Z","2026-08-25T20:31:13Z","2026-08-24T10:56:49Z","git://github.com/tkusal/ClipCloak.git","git@github.com:tkusal/ClipCloak.git","https://github.com/tkusal/ClipCloak.git","https://github.com/tkusal/ClipCloak","",252,"TypeScript",0,3,"main","MIT License"
"ezequiellich44-cmd/drainscan",3,"ezequiellich44-cmd","https://avatars.githubusercontent.com/u/262940523?v=4","🔍 Find web3 private keys before they drain you. EVM, Solana, BIP-39, Phantom. Offline address derivation, live balances, entropy detection, watch mode, SARIF 2.1.0, git-history deep scan. CI/CD ready.","[""bip39"",""blockchain"",""ci-cd"",""code-scanning"",""crypto"",""devsecops"",""entropy-detection"",""ethereum"",""git-history"",""mnemonic"",""pre-commit"",""private-key"",""sarif"",""secret-scanner"",""secrets-detection"",""security"",""solana"",""supply-chain-security"",""vulnerability-scanner"",""web3""]","https://github.com/ezequiellich44-cmd/drainscan","2026-08-23T22:18:17Z","2026-08-27T20:28:11Z","2026-08-27T20:28:06Z","git://github.com/ezequiellich44-cmd/drainscan.git","git@github.com:ezequiellich44-cmd/drainscan.git","https://github.com/ezequiellich44-cmd/drainscan.git","https://github.com/ezequiellich44-cmd/drainscan","https://github.com/ezequiellich44-cmd/drainscan",36,"Python",0,1,"master",
