"full_name","stargazers_count","owner.login","owner.avatar_url","description","topics","html_url","created_at","updated_at","pushed_at","git_url","ssh_url","clone_url","svn_url","homepage","size","language","forks_count","open_issues_count","default_branch","license.name"
"OrangeLatte/OHnews",21,"OrangeLatte","https://avatars.githubusercontent.com/u/257588840?v=4","AI-native news intelligence terminal: cognitive-loop analysis over multi-source news with LangGraph agents, structured information extraction, and evidence-anchored judgments","[""agents"",""ai-agents"",""artificial-intelligence"",""deep-research"",""fastapi"",""information-extraction"",""langgraph"",""llm"",""media-monitoring"",""narrative-analysis"",""natural-language-processing"",""news-aggregator"",""news-intelligence"",""nextjs"",""osint"",""prompt-engineering"",""python"",""rag"",""sqlite"",""typescript""]","https://github.com/OrangeLatte/OHnews","2026-09-08T20:33:01Z","2026-09-11T01:57:11Z","2026-09-09T13:50:07Z","git://github.com/OrangeLatte/OHnews.git","git@github.com:OrangeLatte/OHnews.git","https://github.com/OrangeLatte/OHnews.git","https://github.com/OrangeLatte/OHnews",,18147,"Python",3,0,"main","MIT License"
"UMass-Embodied-AGI/SyncWorld",18,"UMass-Embodied-AGI","https://avatars.githubusercontent.com/u/126135718?v=4","Source codes for the paper ""SyncWorld: Visual Calibration Enables World Models as Zero-Shot Simulators""","[""artificial-intelligence"",""embodied-ai"",""robotics"",""video-generation"",""world-models""]","https://github.com/UMass-Embodied-AGI/SyncWorld","2026-09-08T04:50:12Z","2026-09-11T14:36:44Z","2026-09-10T16:29:20Z","git://github.com/UMass-Embodied-AGI/SyncWorld.git","git@github.com:UMass-Embodied-AGI/SyncWorld.git","https://github.com/UMass-Embodied-AGI/SyncWorld.git","https://github.com/UMass-Embodied-AGI/SyncWorld","https://umass-embodied-agi.github.io/SyncWorld/",56765,"Python",0,0,"main","Other"
"lucidrains/declarative-attention",14,"lucidrains","https://avatars.githubusercontent.com/u/108653?v=4","Implementation of the procedure in Language Models Can Control Their Own Attention, from Namgyu Ho et al. of KAIST AI","[""artificial-intelligence"",""attention-mechanism"",""deep-learning""]","https://github.com/lucidrains/declarative-attention","2026-09-06T13:52:58Z","2026-09-11T06:58:08Z","2026-09-09T15:11:03Z","git://github.com/lucidrains/declarative-attention.git","git@github.com:lucidrains/declarative-attention.git","https://github.com/lucidrains/declarative-attention.git","https://github.com/lucidrains/declarative-attention","",490,"Python",0,0,"main","MIT License"
"Delinor-Hens/Vortex",14,"Delinor-Hens","https://avatars.githubusercontent.com/u/276714146?v=4","ИИ под названием Vortex для любых задач. Сейчас уже доступна рабочая версия проекта, которая ежедневно улучшается","[""ai"",""artificial-intelligence"",""core"",""cpp"",""cpp11"",""cpython"",""desktop-app"",""gui"",""llm"",""local-ai"",""local-first"",""localization"",""python""]","https://github.com/Delinor-Hens/Vortex","2026-09-06T11:05:41Z","2026-09-09T05:22:58Z","2026-09-11T17:13:42Z","git://github.com/Delinor-Hens/Vortex.git","git@github.com:Delinor-Hens/Vortex.git","https://github.com/Delinor-Hens/Vortex.git","https://github.com/Delinor-Hens/Vortex","",59108,"C++",4,1,"main","GNU General Public License v3.0"
"AhmadJeddi/LLM-VLM-Guide",6,"AhmadJeddi","https://avatars.githubusercontent.com/u/76421360?v=4","A beginner-first guide to how language and multimodal models work — from language models and Transformers to LLMs, VLMs, audio, video, and modern model families.","[""artificial-intelligence"",""attention"",""deep-learning"",""generative-ai"",""guide"",""large-language-models"",""llm"",""machine-learning"",""multimodal-ai"",""natural-language-processing"",""vision-language-models"",""vlm""]","https://github.com/AhmadJeddi/LLM-VLM-Guide","2026-09-07T14:44:38Z","2026-09-11T11:14:32Z","2026-09-07T14:44:44Z","git://github.com/AhmadJeddi/LLM-VLM-Guide.git","git@github.com:AhmadJeddi/LLM-VLM-Guide.git","https://github.com/AhmadJeddi/LLM-VLM-Guide.git","https://github.com/AhmadJeddi/LLM-VLM-Guide","",29,,0,0,"main","MIT License"
"MATBckh22/paper-pipeline",5,"MATBckh22","https://avatars.githubusercontent.com/u/96516914?v=4","一个可复现和可控的学术论文写作工具链，用于规划和起草学术论文。它能够对引用、论点强度、行文表达以及 LaTeX 完整性进行系统性检查。A reproducible and controllable toolchain to plan, draft, and gate an academic paper draft. It performs systematic checks on citations, claim strength, prose, and LaTeX integrity.","[""academic-writing"",""ai-writing"",""artificial-intelligence"",""latex"",""writing-assistant"",""writing-tool""]","https://github.com/MATBckh22/paper-pipeline","2026-09-08T06:06:29Z","2026-09-09T12:03:00Z","2026-09-09T10:56:27Z","git://github.com/MATBckh22/paper-pipeline.git","git@github.com:MATBckh22/paper-pipeline.git","https://github.com/MATBckh22/paper-pipeline.git","https://github.com/MATBckh22/paper-pipeline","",94,"Python",0,0,"main","MIT License"
"lucidrains/no-contact-no-worries",4,"lucidrains","https://avatars.githubusercontent.com/u/108653?v=4","Implementation of NoContactNoWorries, Estimating Contact through Vision and Proprioception for In-Hand Dexterous Manipulation","[""artificial-intelligence"",""deep-learning"",""dexterity""]","https://github.com/lucidrains/no-contact-no-worries","2026-09-05T14:13:55Z","2026-09-06T10:29:00Z","2026-09-05T14:15:08Z","git://github.com/lucidrains/no-contact-no-worries.git","git@github.com:lucidrains/no-contact-no-worries.git","https://github.com/lucidrains/no-contact-no-worries.git","https://github.com/lucidrains/no-contact-no-worries","",4,,0,0,"main","MIT License"
"lucidrains/quasimetric-attention",4,"lucidrains","https://avatars.githubusercontent.com/u/108653?v=4","Implementation of a transformer whose attention operates in quasimetric space","[""artificial-intelligence"",""attention-mechanism"",""deep-learning"",""quasimetric-space""]","https://github.com/lucidrains/quasimetric-attention","2026-09-09T17:21:27Z","2026-09-11T13:12:20Z","2026-09-11T13:12:16Z","git://github.com/lucidrains/quasimetric-attention.git","git@github.com:lucidrains/quasimetric-attention.git","https://github.com/lucidrains/quasimetric-attention.git","https://github.com/lucidrains/quasimetric-attention","",13,"Python",0,0,"main","MIT License"
"rDaeeMaMMaD/mizban",3,"rDaeeMaMMaD","https://avatars.githubusercontent.com/u/324852330?v=4","Mizban: self-hosted AI API gateway for OpenAI, ChatGPT, DeepSeek, Gemini, OpenRouter, NVIDIA. PHP + MySQL, queue, load balancer, cPanel-ready. Open source.","[""ai"",""api"",""api-gateway"",""artificial-intelligence"",""chatgpt"",""cpanel"",""deepseek"",""gateway"",""gemini"",""llm"",""mysql"",""nvidia"",""openai"",""openrouter"",""opensource"",""persian"",""php"",""proxy"",""queue"",""self-hosted""]","https://github.com/rDaeeMaMMaD/mizban","2026-09-06T21:03:30Z","2026-09-07T15:40:38Z","2026-09-06T22:17:23Z","git://github.com/rDaeeMaMMaD/mizban.git","git@github.com:rDaeeMaMMaD/mizban.git","https://github.com/rDaeeMaMMaD/mizban.git","https://github.com/rDaeeMaMMaD/mizban","https://rdaeemammad.ir",167,"PHP",0,0,"main","MIT License"
"abeerrai01/HAL-Harvest-Advisory-with-Linguistic-Intelligence",3,"abeerrai01","https://avatars.githubusercontent.com/u/143290372?v=4","Voice-first AI farming assistant combining satellite imagery, soil health data, weather, mandi prices, and regional-language speech to deliver personalized agricultural advice.","[""agriculture"",""agriculture-ai"",""agriculture-farm-rural-business"",""agritech"",""artificial-intelligence"",""gemini"",""gemini-api"",""genrerative-ai"",""machine-learning"",""multi-agent"",""multimodal-ai"",""multimodal-large-language-models"",""nlp"",""remote-sensing"",""satellite-imagery"",""sentinel-2"",""voice-assistant"",""voice-cloning""]","https://github.com/abeerrai01/HAL-Harvest-Advisory-with-Linguistic-Intelligence","2026-09-11T18:41:18Z","2026-09-11T19:35:57Z","2026-09-11T18:59:00Z","git://github.com/abeerrai01/HAL-Harvest-Advisory-with-Linguistic-Intelligence.git","git@github.com:abeerrai01/HAL-Harvest-Advisory-with-Linguistic-Intelligence.git","https://github.com/abeerrai01/HAL-Harvest-Advisory-with-Linguistic-Intelligence.git","https://github.com/abeerrai01/HAL-Harvest-Advisory-with-Linguistic-Intelligence","",25425,"JavaScript",1,0,"main",
