"full_name","stargazers_count","owner.login","owner.avatar_url","description","topics","html_url","created_at","updated_at","pushed_at","git_url","ssh_url","clone_url","svn_url","homepage","size","language","forks_count","open_issues_count","default_branch","license.name"
"NiazMorshed2007/jev-review",217,"NiazMorshed2007","https://avatars.githubusercontent.com/u/77217706?v=4","Local-first MCP plugin for continuous software-quality review by AI coding agents, powered by Jev.","[""agent-plugin"",""ai-agents"",""claude-code"",""code-review"",""codex"",""coding-agents"",""cursor"",""developer-tools"",""jev"",""local-first"",""mcp"",""model-context-protocol"",""opencode"",""software-quality"",""typescript""]","https://github.com/NiazMorshed2007/jev-review","2026-09-17T05:24:51Z","2026-09-24T00:28:54Z","2026-09-17T17:15:20Z","git://github.com/NiazMorshed2007/jev-review.git","git@github.com:NiazMorshed2007/jev-review.git","https://github.com/NiazMorshed2007/jev-review.git","https://github.com/NiazMorshed2007/jev-review",,2867,"TypeScript",20,5,"main","MIT License"
"liyupi/ai-model-world",177,"liyupi","https://avatars.githubusercontent.com/u/26037703?v=4","AI 大模型世界，把 556 个大模型拟人化成像素小人的可视化站点。进来就能看到此刻谁最聪明、谁最会写代码、谁最便宜、谁刚发布，往下是国内与国外分区的厂商广场、完整的发布时间线和多维排行榜。搜索认模型名、厂商和能力，输入「多模态」会直接列出全部多模态模型。数据取自 Epoch AI、models.dev、LiveBench 与 Hugging Face，每小时自动同步，所有文案由真实数据生成，不调用任何 LLM。Next.js 静态导出，零后端。","[""ai"",""ai-models"",""benchmark"",""chinese"",""data-visualization"",""deepseek"",""large-language-models"",""leaderboard"",""llm"",""llm-benchmarks"",""llm-leaderboard"",""model-comparison"",""nextjs"",""pixel-art"",""react"",""static-site"",""tailwindcss"",""typescript""]","https://github.com/liyupi/ai-model-world","2026-09-17T03:12:17Z","2026-09-24T01:57:49Z","2026-09-24T01:54:14Z","git://github.com/liyupi/ai-model-world.git","git@github.com:liyupi/ai-model-world.git","https://github.com/liyupi/ai-model-world.git","https://github.com/liyupi/ai-model-world","https://bilibili.com/toy/ai-model-world",6233,"TypeScript",30,2,"main","MIT License"
"inikolax/remiqora",119,"inikolax","https://avatars.githubusercontent.com/u/575723?v=4","Local AI music studio unifying ACE-Step 1.5 and YuE2-3B in one Vue interface — text-to-music generation, stem separation, MIDI transcription, and LoRA fine-tuning, with a built-in multitrack DAW.","[""ace-step"",""ai-music"",""apple-silicon"",""daw"",""demucs"",""fastapi"",""generative-ai"",""local-ai"",""lora"",""macos"",""midi"",""music-generation"",""music-production"",""self-hosted"",""stem-separation"",""text-to-music"",""typescript"",""vue3"",""yue2"",""yue2-3b""]","https://github.com/inikolax/remiqora","2026-09-17T13:09:15Z","2026-09-23T17:49:58Z","2026-09-23T17:49:53Z","git://github.com/inikolax/remiqora.git","git@github.com:inikolax/remiqora.git","https://github.com/inikolax/remiqora.git","https://github.com/inikolax/remiqora","https://remiqora.com/",9158,"Vue",15,0,"master","MIT License"
"sno-ai/sno-station",106,"sno-ai","https://avatars.githubusercontent.com/u/12761190?v=4","Sno Station — your Claude Code and Codex working as one squad on your own machine. Shared encrypted memory, agent-to-agent messaging (Reach), squad skills for handoff and cross-vendor review, and a nightly loop that rewrites the agents' own skills with your approval. Open source, no daemon, no cloud required. Assembled in public.","[""agent-communication"",""agent-memory"",""agentic-ai"",""ai-agents"",""claude-code"",""codex"",""coding-agents"",""developer-tools"",""local-first"",""long-term-memory"",""multi-agent"",""open-source"",""openclaw"",""own-your-data"",""self-improving"",""shared-memory"",""sno"",""sno-ai"",""squad"",""typescript""]","https://github.com/sno-ai/sno-station","2026-09-19T06:55:24Z","2026-09-24T01:55:23Z","2026-09-22T02:07:03Z","git://github.com/sno-ai/sno-station.git","git@github.com:sno-ai/sno-station.git","https://github.com/sno-ai/sno-station.git","https://github.com/sno-ai/sno-station","https://sno.ai",10793,"TypeScript",106,0,"main","Apache License 2.0"
"arimanyus/warrenduffer",78,"arimanyus","https://avatars.githubusercontent.com/u/35337366?v=4","AI-driven intraday trading bot for Indian stocks. Jev ranks the Nifty 50 every 15s; code sizes each trade and places the stop; orders go live through Zerodha Kite or Kotak Neo. Day replay, kill switch, daily loss halt, terminal dashboard.","[""ai-gateway"",""ai-trading"",""algorithmic-trading"",""backtesting"",""indian-stock-market"",""indravahan"",""intraday-trading"",""jev"",""kite-connect"",""kotak-neo"",""llm-trading"",""nifty50"",""nse"",""quantitative-finance"",""trading-bot"",""typesafe-ai"",""typescript"",""vercel-ai-sdk"",""zerodha""]","https://github.com/arimanyus/warrenduffer","2026-09-22T18:38:48Z","2026-09-24T01:52:05Z","2026-09-23T05:00:33Z","git://github.com/arimanyus/warrenduffer.git","git@github.com:arimanyus/warrenduffer.git","https://github.com/arimanyus/warrenduffer.git","https://github.com/arimanyus/warrenduffer","",142,"TypeScript",22,0,"main","MIT License"
"simonro/edge-scanner",65,"simonro","https://avatars.githubusercontent.com/u/13911026?v=4","Real-time intraday stock scanner for US equities with a browser dashboard you lay out yourself","[""alpaca"",""day-trading"",""fastapi"",""finance"",""market-data"",""python"",""react"",""realtime"",""schwab"",""stock-scanner"",""stocks"",""technical-analysis"",""trading"",""trading-tools"",""typescript"",""websocket""]","https://github.com/simonro/edge-scanner","2026-09-19T21:23:46Z","2026-09-23T11:36:04Z","2026-09-23T11:18:27Z","git://github.com/simonro/edge-scanner.git","git@github.com:simonro/edge-scanner.git","https://github.com/simonro/edge-scanner.git","https://github.com/simonro/edge-scanner","https://www.youtube.com/@tapetoedge",4180,"Python",21,15,"main","MIT License"
"nassim-arifette/jevgrep",59,"nassim-arifette","https://avatars.githubusercontent.com/u/76560658?v=4","Jev-powered semantic code search for coding agents — find behavior across repositories via CLI or MCP, with exact source excerpts and line numbers.","[""ai-agents"",""cli"",""code-navigation"",""code-search"",""coding-agents"",""developer-tools"",""jev"",""mcp"",""model-context-protocol"",""semantic-search"",""source-code-search"",""typesafeai"",""typescript""]","https://github.com/nassim-arifette/jevgrep","2026-09-20T00:27:29Z","2026-09-23T21:53:45Z","2026-09-23T17:31:25Z","git://github.com/nassim-arifette/jevgrep.git","git@github.com:nassim-arifette/jevgrep.git","https://github.com/nassim-arifette/jevgrep.git","https://github.com/nassim-arifette/jevgrep",,6369,"TypeScript",5,0,"main","MIT License"
"AMLChecker/monero-web-wallet",51,"AMLChecker","https://avatars.githubusercontent.com/u/196173917?v=4","Self-hosted, non-custodial Monero (XMR) web wallet: dark responsive UI on top of the official monero-wallet-rpc. Keys stay on your machine, two-phase sending with explicit fee review, Windows quick start.","[""anonymity"",""blockchain"",""crypto"",""cryptocurrency"",""express"",""json-rpc"",""monero"",""monero-wallet"",""nodejs"",""non-custodial"",""open-source"",""privacy"",""react"",""self-hosted"",""tailwindcss"",""typescript"",""vite"",""wallet"",""web-wallet"",""xmr""]","https://github.com/AMLChecker/monero-web-wallet","2026-09-21T10:53:14Z","2026-09-21T17:27:33Z","2026-09-21T17:29:57Z","git://github.com/AMLChecker/monero-web-wallet.git","git@github.com:AMLChecker/monero-web-wallet.git","https://github.com/AMLChecker/monero-web-wallet.git","https://github.com/AMLChecker/monero-web-wallet","https://amlchecker.github.io/monero-web-wallet/",4929,"TypeScript",0,4,"main","MIT License"
"iamaamir/system-one",45,"iamaamir","https://avatars.githubusercontent.com/u/8420386?v=4","Provider-neutral System One runtime for TypeScript and Pi","[""calibrated-classification"",""choice-noul-score"",""decision-models"",""jev"",""model-routing"",""pi-coding-agent"",""provider-neutral"",""reflex"",""system-one"",""typesafe"",""typescript""]","https://github.com/iamaamir/system-one","2026-09-22T10:20:21Z","2026-09-23T22:05:44Z","2026-09-23T21:54:55Z","git://github.com/iamaamir/system-one.git","git@github.com:iamaamir/system-one.git","https://github.com/iamaamir/system-one.git","https://github.com/iamaamir/system-one","https://iamaamir.github.io/system-one/",1970,"TypeScript",1,1,"main",
"geastack/compiler",34,"geastack","https://avatars.githubusercontent.com/u/285667311?v=4","geatsc: compiles TypeScript to C++ for GeaStack targets.","[""ahead-of-time-compilation"",""compiler"",""cpp"",""geastack"",""native"",""transpiler"",""typescript""]","https://github.com/geastack/compiler","2026-09-19T23:33:32Z","2026-09-23T23:38:36Z","2026-09-23T14:37:33Z","git://github.com/geastack/compiler.git","git@github.com:geastack/compiler.git","https://github.com/geastack/compiler.git","https://github.com/geastack/compiler","https://geastack.com",5385,"TypeScript",2,0,"main","Apache License 2.0"
"smkrv/jev-calibrate",31,"smkrv","https://avatars.githubusercontent.com/u/17809065?v=4","Calibrate Jev questions against your own labels: tune criteria on labelled examples, confirm on a held-out set, get a verdict per question. Unofficial.","[""calibration"",""classification"",""cli"",""evals"",""holdout"",""jev"",""llm-evaluation"",""openrouter"",""typesafe"",""typescript""]","https://github.com/smkrv/jev-calibrate","2026-09-21T11:36:40Z","2026-09-21T13:14:20Z","2026-09-21T13:14:21Z","git://github.com/smkrv/jev-calibrate.git","git@github.com:smkrv/jev-calibrate.git","https://github.com/smkrv/jev-calibrate.git","https://github.com/smkrv/jev-calibrate",,138,"TypeScript",1,0,"main","MIT License"
"heymi/aldus-palace",30,"heymi","https://avatars.githubusercontent.com/u/1294545?v=4","A trustworthy context layer for AI that remembers, plans and acts — free text into typed commitments, decisions and memories, each with its evidence, in a SQLite file you own. MCP, HTTP, library and typed client.","[""agent"",""ai-agents"",""cloudflare-workers"",""durable-objects"",""hono"",""llm"",""local-first"",""mcp"",""memory"",""personal-knowledge"",""sqlite"",""typescript""]","https://github.com/heymi/aldus-palace","2026-09-18T17:10:56Z","2026-09-24T01:36:50Z","2026-09-19T16:57:09Z","git://github.com/heymi/aldus-palace.git","git@github.com:heymi/aldus-palace.git","https://github.com/heymi/aldus-palace.git","https://github.com/heymi/aldus-palace",,1511,"TypeScript",0,0,"main","Apache License 2.0"
