"full_name","stargazers_count","owner.login","owner.avatar_url","description","topics","html_url","created_at","updated_at","pushed_at","git_url","ssh_url","clone_url","svn_url","homepage","size","language","forks_count","open_issues_count","default_branch","license.name"
"shudaxiag/xianyu-guanjia",35,"shudaxiag","https://avatars.githubusercontent.com/u/255620113?v=4","闲鱼多账号自动回复与经营管理工具 — Electron 桌面端 + FastAPI 后端。扫码登录、关键词/AI 回复、订单发货管理。","[""ai-reply"",""auto-reply"",""desktop"",""electron"",""fastapi"",""multi-account"",""python"",""vue"",""windows"",""xianyu""]","https://github.com/shudaxiag/xianyu-guanjia","2026-09-16T03:41:38Z","2026-09-22T10:23:11Z","2026-09-16T03:58:37Z","git://github.com/shudaxiag/xianyu-guanjia.git","git@github.com:shudaxiag/xianyu-guanjia.git","https://github.com/shudaxiag/xianyu-guanjia.git","https://github.com/shudaxiag/xianyu-guanjia","",39000,"Python",14,0,"main","MIT License"
"shoemoney/shoemoneyx",20,"shoemoney","https://avatars.githubusercontent.com/u/444294?v=4","SMX · an open-source crypto paper-trading desk. Backtest farm, walk-forward optimizer, built-in AI agent, 110 exchanges, schema v2 strategies.","[""algo-trading"",""backtesting"",""ccxt"",""coinbase"",""crypto"",""laravel"",""open-source"",""paper-trading"",""trading"",""vue""]","https://github.com/shoemoney/shoemoneyx","2026-09-19T19:02:50Z","2026-09-23T01:42:48Z","2026-09-23T01:42:45Z","git://github.com/shoemoney/shoemoneyx.git","git@github.com:shoemoney/shoemoneyx.git","https://github.com/shoemoney/shoemoneyx.git","https://github.com/shoemoney/shoemoneyx","https://shoemoneyx.com",23395,"PHP",0,1,"main","MIT License"
"sapphirexai/bufferpad",17,"sapphirexai","https://avatars.githubusercontent.com/u/243060903?v=4","面向制造现场的缓冲垫寿命追踪与 PLC 联动系统。 提供扫码计数、防重复计数、寿命预警、使用记录和本地部署。","[""barcode"",""industrial-automation"",""lifecycle-management"",""manufacturing"",""modbus-tcp"",""plc"",""powershell"",""spring-boot"",""traceability"",""vue""]","https://github.com/sapphirexai/bufferpad","2026-09-17T01:56:38Z","2026-09-22T22:49:30Z","2026-09-17T04:44:52Z","git://github.com/sapphirexai/bufferpad.git","git@github.com:sapphirexai/bufferpad.git","https://github.com/sapphirexai/bufferpad.git","https://github.com/sapphirexai/bufferpad","https://github.com/sapphirexai/bufferpad/blob/main/docs/product-tour.md",7748,"Java",0,0,"main","MIT License"
"swsususu/Trickle",10,"swsususu","https://avatars.githubusercontent.com/u/58540721?v=4","macOS 菜单栏电源监控工具：实时功率流、电池健康与充电状态。fork 自 powerflow，修复了 macOS 26/27 上的崩溃与数据问题","[""apple-silicon"",""battery"",""macos"",""menu-bar"",""menubar-app"",""power-management"",""rust"",""tauri"",""vue""]","https://github.com/swsususu/Trickle","2026-09-16T06:18:24Z","2026-09-22T11:34:48Z","2026-09-21T02:40:52Z","git://github.com/swsususu/Trickle.git","git@github.com:swsususu/Trickle.git","https://github.com/swsususu/Trickle.git","https://github.com/swsususu/Trickle","https://github.com/swsususu/Trickle/releases/latest",1468,"Rust",2,0,"main","MIT License"
"ryckakas/bonsai-lint",6,"ryckakas","https://avatars.githubusercontent.com/u/126283906?v=4","Cognitive complexity linter for PHP, JS, TS as a single static binary","[""cli"",""code-metrics"",""code-quality"",""code-review"",""cognitive-complexity"",""complexity-analysis"",""developer-tools"",""javascript"",""linter"",""maintainability"",""monorepo"",""php"",""refactoring"",""rust"",""static-analysis"",""technical-debt"",""tree-sitter"",""typescript"",""vscode-extension"",""vue""]","https://github.com/ryckakas/bonsai-lint","2026-09-19T08:19:16Z","2026-09-22T13:11:56Z","2026-09-22T13:11:57Z","git://github.com/ryckakas/bonsai-lint.git","git@github.com:ryckakas/bonsai-lint.git","https://github.com/ryckakas/bonsai-lint.git","https://github.com/ryckakas/bonsai-lint","",2330,"Rust",0,1,"main","MIT License"
"huiyan-fe/vue-bmap",5,"huiyan-fe","https://avatars.githubusercontent.com/u/13144859?v=4","Vue components for Baidu Map JSAPI","[""bmap"",""javascript"",""jsapi"",""map"",""vue"",""vue3""]","https://github.com/huiyan-fe/vue-bmap","2026-09-20T10:02:21Z","2026-09-22T03:00:44Z","2026-09-22T10:22:04Z","git://github.com/huiyan-fe/vue-bmap.git","git@github.com:huiyan-fe/vue-bmap.git","https://github.com/huiyan-fe/vue-bmap.git","https://github.com/huiyan-fe/vue-bmap","https://mapopen.bj.bcebos.com/vue-bmap/docs/",403,"TypeScript",0,0,"master","MIT License"
"uday-a/uipkge-registry",4,"uday-a","https://avatars.githubusercontent.com/u/53214619?v=4","Open-source dual-framework UI registry for Vue 3.5 / Nuxt 4 and React 19 / Next.js 16: 200+ shadcn-compatible components, charts and blocks you copy into your project.","[""component-library"",""design-system"",""nextjs"",""nuxt"",""radix-ui"",""react"",""reka-ui"",""shadcn-ui"",""shadcn-vue"",""tailwindcss"",""typescript"",""ui-components"",""vue""]","https://github.com/uday-a/uipkge-registry","2026-09-17T03:52:50Z","2026-09-23T01:42:14Z","2026-09-22T06:11:51Z","git://github.com/uday-a/uipkge-registry.git","git@github.com:uday-a/uipkge-registry.git","https://github.com/uday-a/uipkge-registry.git","https://github.com/uday-a/uipkge-registry","https://uipkge.dev",8977,"TypeScript",0,0,"main","MIT License"
"ChuiShui233/CloudflarePan",4,"ChuiShui233","https://avatars.githubusercontent.com/u/184077763?v=4","Cloudflare R2+D1 personal drive: Vue3 + Worker, multipart upload, share links, raw tokens","[""cloudflare"",""cloudflare-d1"",""cloudflare-pages"",""cloudflare-r2"",""cloudflare-worker"",""cloudflare-workers"",""file-sharing"",""vue""]","https://github.com/ChuiShui233/CloudflarePan","2026-09-16T15:57:27Z","2026-09-19T03:12:42Z","2026-09-16T15:58:07Z","git://github.com/ChuiShui233/CloudflarePan.git","git@github.com:ChuiShui233/CloudflarePan.git","https://github.com/ChuiShui233/CloudflarePan.git","https://github.com/ChuiShui233/CloudflarePan","https://chuishui.fun",1755,"Vue",0,0,"main",
"satyawikananda/gits",2,"satyawikananda","https://avatars.githubusercontent.com/u/33148052?v=4","Gits is a browser extension powered by Jev to search the leads data on the Google Maps","[""ai"",""browser-extension"",""jev"",""jev-ai"",""vue""]","https://github.com/satyawikananda/gits","2026-09-19T02:07:48Z","2026-09-22T11:07:13Z","2026-09-21T08:38:25Z","git://github.com/satyawikananda/gits.git","git@github.com:satyawikananda/gits.git","https://github.com/satyawikananda/gits.git","https://github.com/satyawikananda/gits","",13360,"TypeScript",0,0,"main","MIT License"
"kristinaxm/worldwarden",2,"kristinaxm","https://avatars.githubusercontent.com/u/235483091?v=4","En interaktiv geografiquiz-app för att lära sig om länder, flaggor, huvudstäder och mer.","[""countries"",""docker"",""express"",""flags"",""mysql"",""nodejs"",""quiz"",""vite"",""vue""]","https://github.com/kristinaxm/worldwarden","2026-09-18T12:09:10Z","2026-09-21T13:03:58Z","2026-09-22T15:02:34Z","git://github.com/kristinaxm/worldwarden.git","git@github.com:kristinaxm/worldwarden.git","https://github.com/kristinaxm/worldwarden.git","https://github.com/kristinaxm/worldwarden","",16336,"JavaScript",0,3,"main",
